City,Region,Date,Time (GMT),Highest,MHHW (ft),MHW (ft),MSL (ft),MTL (ft),MLW (ft),MLLW (ft),Lowest (ft),Inf
San Diego,West,2/1/1936,0:00,6.308,5.35,4.52,2.401,2.411,0.301,-0.529,-2.091,0
San Diego,West,3/1/1936,0:00,6.308,5.019,4.389,2.289,2.309,0.219,-0.591,-1.49,0
San Diego,West,4/1/1936,0:00,6.508,4.819,4.189,2.089,2.128,0.081,-0.792,-2.189,0
San Diego,West,5/1/1936,0:00,6.81,5.189,4.34,2.309,2.348,0.37,-0.591,-2.091,0
San Diego,West,6/1/1936,0:00,6.708,5.36,4.389,2.391,2.411,0.419,-0.749,-2.091,0
San Diego,West,7/1/1936,0:00,6.708,5.59,4.671,2.64,2.66,0.649,-0.49,-1.589,0
San Diego,West,8/1/1936,0:00,6.508,5.691,4.93,2.801,2.811,0.701,-0.211,-1.389,0
San Diego,West,9/1/1936,0:00,6.41,5.55,5.009,2.85,2.87,0.741,0.071,-0.992,0
San Diego,West,10/1/1936,0:00,7.21,5.521,4.901,2.719,2.768,0.639,-0.231,-1.691,0
San Diego,West,11/1/1936,0:00,7.21,5.609,4.799,2.709,2.748,0.711,-0.25,-2.189,0
San Diego,West,12/1/1936,0:00,7.309,5.57,4.691,2.591,2.63,0.58,-0.549,-2.091,0
San Diego,West,1/1/1937,0:00,6.41,5.248,4.399,2.338,2.361,0.33,-0.601,-2.291,0
San Diego,West,2/1/1937,0:00,6.111,5.248,4.53,2.411,2.44,0.35,-0.401,-1.589,0
San Diego,West,3/1/1937,0:00,6.21,4.901,4.31,2.25,2.26,0.219,-0.47,-1.192,0
San Diego,West,4/1/1937,0:00,6.21,4.97,4.31,2.24,2.279,0.239,-0.621,-1.891,0
San Diego,West,5/1/1937,0:00,6.81,5.35,4.52,2.47,2.509,0.501,-0.519,-2.189,0
San Diego,West,6/1/1937,0:00,6.81,5.39,4.5,2.44,2.479,0.458,-0.641,-2.389,0
San Diego,West,7/1/1937,0:00,7.109,5.609,4.71,2.67,2.68,0.639,-0.362,-1.989,0
San Diego,West,8/1/1937,0:00,6.708,5.58,4.799,2.709,2.739,0.678,-0.221,-1.789,0
