City,Region,Date,Time (GMT),Highest,MHHW (ft),MHW (ft),MSL (ft),MTL (ft),MLW (ft),MLLW (ft),Lowest (ft),Inf
Charleston,East,12/1/1928,0:00,6.537,NaN,4.847,2.387,2.275,-0.304,NaN,-1.865,0
Charleston,East,1/1/1929,0:00,5.835,NaN,4.135,1.694,1.606,-0.924,NaN,-2.266,0
Charleston,East,2/1/1929,0:00,5.835,NaN,4.647,2.246,2.114,-0.405,NaN,-1.564,0
Charleston,East,3/1/1929,0:00,5.536,NaN,4.267,1.855,1.747,-0.773,NaN,-2.564,0
Charleston,East,4/1/1929,0:00,6.035,NaN,4.457,2.095,1.957,-0.533,NaN,-1.764,0
Charleston,East,5/1/1929,0:00,6.435,NaN,4.414,2.006,1.894,-0.625,NaN,-2.164,0
Charleston,East,6/1/1929,0:00,6.737,NaN,4.965,2.544,2.416,-0.143,NaN,-1.265,0
Charleston,East,7/1/1929,0:00,6.235,NaN,4.624,2.186,2.036,-0.543,NaN,-2.065,0
Charleston,East,8/1/1929,0:00,6.537,NaN,4.667,2.236,2.075,-0.504,NaN,-1.964,0
Charleston,East,9/1/1929,0:00,6.235,NaN,5.005,2.626,2.495,-0.015,NaN,-1.465,0
Charleston,East,10/1/1929,0:00,6.537,NaN,4.814,2.416,2.295,-0.235,NaN,-1.665,0
Charleston,East,11/1/1929,0:00,5.936,NaN,4.765,2.377,2.255,-0.254,NaN,-2.065,0
Charleston,East,12/1/1929,0:00,6.537,NaN,4.247,1.845,1.747,-0.753,NaN,-2.564,0
Charleston,East,1/1/1930,0:00,6.537,NaN,4.755,2.347,2.255,-0.254,NaN,-1.564,0
Charleston,East,2/1/1930,0:00,6.537,NaN,4.595,2.186,2.075,-0.455,NaN,-2.364,0
