City,Region,Date,MHW (ft),MSL (ft),MLW (ft)
Boston,East,11/1/1964,9.736,5.114,0.255
Boston,East,12/1/1964,9.556,4.845,0.005
Boston,East,1/1/1965,9.444,4.855,0.147
Boston,East,2/1/1965,9.454,4.884,0.065
Boston,East,3/1/1965,9.415,4.845,0.035
Boston,East,4/1/1965,9.615,5.005,0.186
Boston,East,5/1/1965,9.615,4.986,0.104
Boston,East,6/1/1965,9.665,5.065,0.156
Boston,East,7/1/1965,9.805,4.996,-0.004
Boston,East,8/1/1965,9.575,4.927,-0.073
Boston,East,9/1/1965,9.495,4.894,0.114
Boston,East,10/1/1965,9.565,5.055,0.396
Boston,East,11/1/1965,9.535,5.055,0.357
Boston,East,12/1/1965,9.395,4.956,0.314
Boston,East,1/1/1966,9.674,5.166,0.445
Boston,East,2/1/1966,9.654,4.927,-0.004
Boston,East,3/1/1966,9.566,4.986,0.156
Boston,East,4/1/1966,9.576,4.986,0.137
Boston,East,5/1/1966,9.595,4.946,0.065
Boston,East,6/1/1966,9.664,4.986,0.074
Boston,East,7/1/1966,9.766,5.127,0.245
Boston,East,8/1/1966,9.615,5.015,0.215
Boston,East,9/1/1966,9.766,5.156,0.337
