City,Region,Date,MHW (ft),MSL (ft),MLW (ft)
San Francisco,West,3/1/2022,5.129,2.99,1.009
San Francisco,West,4/1/2022,4.932,2.829,0.864
San Francisco,West,5/1/2022,4.975,2.856,0.93
San Francisco,West,6/1/2022,5.264,3.151,1.248
San Francisco,West,7/1/2022,5.362,3.246,1.32
San Francisco,West,8/1/2022,5.484,3.381,1.415
San Francisco,West,9/1/2022,5.579,3.502,1.56
San Francisco,West,10/1/2022,5.438,3.325,1.399
San Francisco,West,11/1/2022,5.339,3.164,1.192
San Francisco,West,12/1/2022,5.562,3.39,1.412
San Francisco,West,1/1/2023,5.749,3.751,1.947
San Francisco,West,2/1/2023,5.313,3.207,1.255
San Francisco,West,3/1/2023,5.329,3.384,1.592
San Francisco,West,4/1/2023,5.051,3.089,1.314
San Francisco,West,5/1/2023,5.48,3.482,1.711
San Francisco,West,6/1/2023,5.513,3.476,1.681
San Francisco,West,7/1/2023,5.592,3.482,1.579
San Francisco,West,8/1/2023,5.792,3.627,1.602
San Diego,West,1/1/1923,,2.401,
San Diego,West,2/1/1923,,2.309,
San Diego,West,3/1/1923,,2.24,
San Diego,West,4/1/1923,,2.26,
San Diego,West,5/1/1923,,2.348,
San Diego,West,6/1/1923,,2.391,
San Diego,West,7/1/1923,,2.538,
San Diego,West,8/1/1923,,2.611,
San Diego,West,9/1/1923,,2.66,
San Diego,West,10/1/1923,,2.811,
San Diego,West,11/1/1923,,2.758,
San Diego,West,12/1/1923,,2.66,
San Diego,West,1/1/1924,,2.47,
San Diego,West,2/1/1924,,2.338,
San Diego,West,3/1/1924,,2.25,
San Diego,West,4/1/1924,,2.22,
San Diego,West,5/1/1924,,2.23,
San Diego,West,6/1/1924,,2.371,
San Diego,West,7/1/1924,,2.47,
San Diego,West,8/1/1924,,2.45,
San Diego,West,9/1/1924,,2.548,
San Diego,West,10/1/1924,,2.401,
San Diego,West,11/1/1924,,2.299,
San Diego,West,12/1/1924,,2.319,
San Diego,West,1/1/1925,,2.25,
San Diego,West,2/1/1925,,2.151,
San Diego,West,3/1/1925,,2.279,
San Diego,West,4/1/1925,,2.069,
San Diego,West,5/1/1925,,2.338,
San Diego,West,6/1/1925,,2.489,
San Diego,West,7/1/1925,,2.64,
San Diego,West,8/1/1925,,2.63,
San Diego,West,9/1/1925,,2.66,
San Diego,West,10/1/1925,,2.739,
San Diego,West,11/1/1925,,2.689,
San Diego,West,12/1/1925,,2.85,
San Diego,West,7/1/1926,4.579,2.489,0.449
San Diego,West,8/1/1926,4.609,2.571,0.55
San Diego,West,9/1/1926,4.628,2.529,0.478
San Diego,West,10/1/1926,4.638,2.548,0.501
San Diego,West,11/1/1926,4.559,2.479,0.468
San Diego,West,12/1/1926,4.52,2.489,0.491
San Diego,West,1/1/1927,4.389,2.338,0.311
San Diego,West,2/1/1927,4.35,2.279,0.239
San Diego,West,3/1/1927,4.29,2.099,-0.06
San Diego,West,4/1/1927,4.369,2.161,0.019
San Diego,West,5/1/1927,4.399,2.21,0.091
San Diego,West,6/1/1927,4.53,2.47,0.439
San Diego,West,7/1/1927,4.599,2.538,0.531
San Diego,West,8/1/1927,4.628,2.601,0.58
San Diego,West,9/1/1927,4.74,2.63,0.58
San Diego,West,10/1/1927,4.769,2.689,0.678
San Diego,West,11/1/1927,4.72,2.611,0.58
San Diego,West,12/1/1927,4.671,2.611,0.609
San Diego,West,1/1/1928,4.491,2.46,0.458
San Diego,West,2/1/1928,4.5,2.43,0.38
San Diego,West,3/1/1928,4.281,2.151,0.038
San Diego,West,4/1/1928,4.3,2.151,0.071
San Diego,West,5/1/1928,4.35,2.289,0.268
San Diego,West,6/1/1928,4.428,2.42,0.468
San Diego,West,7/1/1928,4.55,2.548,0.58
San Diego,West,8/1/1928,4.76,2.65,0.609
San Diego,West,9/1/1928,4.76,2.65,0.58
San Diego,West,10/1/1928,4.75,2.581,0.478
San Diego,West,11/1/1928,4.51,2.44,0.429
San Diego,West,12/1/1928,4.441,2.381,0.38
San Diego,West,1/1/1929,4.409,2.401,0.429
San Diego,West,2/1/1929,4.55,2.43,0.35
San Diego,West,3/1/1929,4.369,2.348,0.36
San Diego,West,4/1/1929,4.52,2.44,0.409
San Diego,West,5/1/1929,4.481,2.47,0.501
San Diego,West,6/1/1929,4.52,2.46,0.449
San Diego,West,7/1/1929,4.671,2.66,0.668
San Diego,West,8/1/1929,4.71,2.63,0.59
San Diego,West,9/1/1929,4.861,2.739,0.649
San Diego,West,10/1/1929,4.76,2.601,0.491
San Diego,West,11/1/1929,4.579,2.519,0.511
San Diego,West,12/1/1929,4.399,2.381,0.409
San Diego,West,1/1/1930,4.481,2.47,0.501
San Diego,West,2/1/1930,4.409,2.371,0.37
San Diego,West,3/1/1930,4.481,2.338,0.281
San Diego,West,4/1/1930,4.379,2.299,0.268
San Diego,West,5/1/1930,4.31,2.26,0.281
San Diego,West,6/1/1930,4.491,2.47,0.501
San Diego,West,7/1/1930,4.651,2.611,0.609
San Diego,West,8/1/1930,4.789,2.781,0.78
San Diego,West,9/1/1930,4.769,2.709,0.691
San Diego,West,10/1/1930,4.838,2.768,0.8
San Diego,West,11/1/1930,4.829,2.791,0.819
San Diego,West,12/1/1930,4.681,2.709,0.77
San Diego,West,1/1/1931,4.55,2.529,0.501
San Diego,West,2/1/1931,4.74,2.65,0.629
San Diego,West,3/1/1931,4.599,2.401,0.258
San Diego,West,4/1/1931,4.579,2.411,0.291
San Diego,West,5/1/1931,4.461,2.371,0.301
San Diego,West,6/1/1931,4.51,2.499,0.511
San Diego,West,7/1/1931,4.838,2.811,0.809
San Diego,West,8/1/1931,4.789,2.719,0.691
San Diego,West,9/1/1931,4.901,2.801,0.75
San Diego,West,10/1/1931,4.691,2.64,0.619
San Diego,West,11/1/1931,4.619,2.571,0.56
San Diego,West,12/1/1931,4.35,2.371,0.429
San Diego,West,1/1/1932,4.409,2.391,0.38
San Diego,West,2/1/1932,4.671,2.571,0.478
San Diego,West,3/1/1932,4.441,2.299,0.189
San Diego,West,4/1/1932,4.491,2.381,0.33
San Diego,West,5/1/1932,4.52,2.479,0.501
San Diego,West,6/1/1932,4.35,2.391,0.458
San Diego,West,7/1/1932,4.589,2.62,0.659
San Diego,West,8/1/1932,4.848,2.791,0.741
San Diego,West,9/1/1932,4.93,2.811,0.721
San Diego,West,10/1/1932,4.829,2.68,0.58
San Diego,West,11/1/1932,4.638,2.548,0.55
San Diego,West,12/1/1932,4.559,2.499,0.478
San Diego,West,1/1/1933,4.5,2.499,0.501
San Diego,West,2/1/1933,4.31,2.201,0.111
San Diego,West,3/1/1933,4.32,2.22,0.291
San Diego,West,4/1/1933,4.281,2.23,0.248
San Diego,West,5/1/1933,4.09,2.079,0.16
San Diego,West,6/1/1933,4.35,2.338,0.36
San Diego,West,7/1/1933,4.54,2.538,0.54
San Diego,West,8/1/1933,4.589,2.509,0.468
San Diego,West,9/1/1933,4.71,2.538,0.419
San Diego,West,10/1/1933,4.52,2.391,0.301
San Diego,West,11/1/1933,4.409,2.371,0.399
San Diego,West,12/1/1933,4.32,2.329,0.37
San Diego,West,1/1/1934,4.33,2.309,0.34
San Diego,West,2/1/1934,4.228,2.181,0.16
San Diego,West,3/1/1934,4.461,2.348,0.268
San Diego,West,4/1/1934,4.409,2.329,0.311
San Diego,West,5/1/1934,4.481,2.43,0.449
San Diego,West,6/1/1934,4.441,2.401,0.399
San Diego,West,7/1/1934,4.671,2.581,0.531
San Diego,West,8/1/1934,4.599,2.601,0.57
San Diego,West,9/1/1934,4.881,2.84,0.849
San Diego,West,10/1/1934,4.569,2.558,0.609
San Diego,West,11/1/1934,4.589,2.558,0.609
San Diego,West,12/1/1934,4.609,2.62,0.67
San Diego,West,1/1/1935,4.5,2.47,0.429
San Diego,West,2/1/1935,4.569,2.47,0.419
San Diego,West,3/1/1935,4.428,2.26,0.101
San Diego,West,4/1/1935,4.399,2.279,0.199
San Diego,West,5/1/1935,4.369,2.289,0.248
San Diego,West,6/1/1935,4.579,2.529,0.55
San Diego,West,7/1/1935,4.628,2.558,0.54
San Diego,West,8/1/1935,4.829,2.768,0.711
San Diego,West,9/1/1935,4.75,2.65,0.58
San Diego,West,10/1/1935,4.75,2.66,0.649
San Diego,West,11/1/1935,4.559,2.499,0.468
San Diego,West,12/1/1935,4.681,2.62,0.59
San Diego,West,1/1/1936,4.399,2.361,0.34
San Diego,West,2/1/1936,4.52,2.401,0.301
San Diego,West,3/1/1936,4.389,2.289,0.219
San Diego,West,4/1/1936,4.189,2.089,0.081
San Diego,West,5/1/1936,4.34,2.309,0.37
San Diego,West,6/1/1936,4.389,2.391,0.419
San Diego,West,7/1/1936,4.671,2.64,0.649
San Diego,West,8/1/1936,4.93,2.801,0.701
San Diego,West,9/1/1936,5.009,2.85,0.741
San Diego,West,10/1/1936,4.901,2.719,0.639
San Diego,West,11/1/1936,4.799,2.709,0.711
San Diego,West,12/1/1936,4.691,2.591,0.58
San Diego,West,1/1/1937,4.399,2.338,0.33
San Diego,West,2/1/1937,4.53,2.411,0.35
San Diego,West,3/1/1937,4.31,2.25,0.219
San Diego,West,4/1/1937,4.31,2.24,0.239
San Diego,West,5/1/1937,4.52,2.47,0.501
San Diego,West,6/1/1937,4.5,2.44,0.458
San Diego,West,7/1/1937,4.71,2.67,0.639
San Diego,West,8/1/1937,4.799,2.709,0.678
San Diego,West,9/1/1937,4.92,2.801,0.741
San Diego,West,10/1/1937,4.819,2.709,0.639
San Diego,West,11/1/1937,4.53,2.489,0.521
San Diego,West,12/1/1937,4.71,2.601,0.54
San Diego,West,1/1/1938,4.651,2.548,0.501
San Diego,West,2/1/1938,4.441,2.381,0.37
San Diego,West,3/1/1938,4.389,2.269,0.199
San Diego,West,4/1/1938,4.35,2.26,0.229
San Diego,West,5/1/1938,4.428,2.319,0.291
San Diego,West,6/1/1938,4.569,2.45,0.409
San Diego,West,7/1/1938,4.651,2.538,0.501
San Diego,West,8/1/1938,4.789,2.719,0.691
San Diego,West,9/1/1938,4.848,2.801,0.78
San Diego,West,10/1/1938,4.579,2.571,0.619
San Diego,West,11/1/1938,4.599,2.529,0.531
San Diego,West,12/1/1938,4.628,2.591,0.619
San Diego,West,1/1/1939,4.5,2.401,0.33
San Diego,West,2/1/1939,4.32,2.201,0.13
San Diego,West,3/1/1939,4.34,2.181,0.058
San Diego,West,4/1/1939,4.418,2.279,0.18
San Diego,West,5/1/1939,4.461,2.319,0.258
San Diego,West,6/1/1939,4.54,2.47,0.439
San Diego,West,7/1/1939,4.651,2.581,0.531
San Diego,West,8/1/1939,4.881,2.781,0.711
San Diego,West,9/1/1939,5.17,3.07,0.99
San Diego,West,10/1/1939,4.96,2.83,0.8
San Diego,West,11/1/1939,5.038,2.919,0.911
San Diego,West,12/1/1939,4.789,2.68,0.649
San Diego,West,1/1/1940,4.681,2.581,0.491
San Diego,West,2/1/1940,4.661,2.519,0.39
San Diego,West,3/1/1940,4.451,2.338,0.268
San Diego,West,4/1/1940,4.418,2.269,0.18
San Diego,West,5/1/1940,4.428,2.371,0.33
San Diego,West,6/1/1940,4.5,2.47,0.458
San Diego,West,7/1/1940,4.619,2.571,0.57
San Diego,West,8/1/1940,4.861,2.739,0.668
San Diego,West,9/1/1940,5.038,2.87,0.741
San Diego,West,10/1/1940,5.009,2.801,0.619
San Diego,West,11/1/1940,4.92,2.758,0.668
San Diego,West,12/1/1940,5.12,2.978,0.878
San Diego,West,1/1/1941,4.72,2.65,0.6
San Diego,West,2/1/1941,4.95,2.87,0.809
San Diego,West,3/1/1941,4.901,2.821,0.77
San Diego,West,4/1/1941,4.628,2.538,0.55
San Diego,West,5/1/1941,4.559,2.529,0.57
San Diego,West,6/1/1941,4.559,2.479,0.458
San Diego,West,7/1/1941,4.789,2.739,0.731
San Diego,West,8/1/1941,4.93,2.86,0.849
San Diego,West,9/1/1941,5.111,3.011,0.97
San Diego,West,10/1/1941,5.248,3.149,1.098
San Diego,West,11/1/1941,5.009,2.919,0.931
San Diego,West,12/1/1941,4.95,2.899,0.901
San Diego,West,1/1/1942,4.681,2.62,0.649
San Diego,West,2/1/1942,4.661,2.611,0.668
San Diego,West,3/1/1942,4.691,2.558,0.511
San Diego,West,4/1/1942,4.779,2.63,0.57
San Diego,West,5/1/1942,4.599,2.479,0.409
San Diego,West,6/1/1942,4.848,2.748,0.721
San Diego,West,7/1/1942,4.838,2.758,0.721
San Diego,West,8/1/1942,4.769,2.709,0.711
San Diego,West,9/1/1942,4.819,2.758,0.78
San Diego,West,10/1/1942,4.76,2.758,0.839
San Diego,West,11/1/1942,4.681,2.611,0.629
San Diego,West,12/1/1942,4.52,2.47,0.511
San Diego,West,1/1/1943,4.681,2.601,0.59
San Diego,West,2/1/1943,4.651,2.489,0.399
San Diego,West,3/1/1943,4.461,2.309,0.189
San Diego,West,4/1/1943,4.471,2.299,0.229
San Diego,West,5/1/1943,4.651,2.519,0.458
San Diego,West,6/1/1943,4.72,2.68,0.721
San Diego,West,7/1/1943,4.819,2.791,0.839
San Diego,West,8/1/1943,4.848,2.791,0.79
San Diego,West,9/1/1943,4.96,2.87,0.849
San Diego,West,10/1/1943,4.97,2.85,0.809
San Diego,West,11/1/1943,4.76,2.63,0.629
San Diego,West,12/1/1943,4.829,2.699,0.678
San Diego,West,1/1/1944,4.55,2.489,0.491
San Diego,West,2/1/1944,4.701,2.581,0.491
San Diego,West,3/1/1944,4.619,2.571,0.56
San Diego,West,4/1/1944,4.379,2.279,0.258
San Diego,West,5/1/1944,4.409,2.371,0.39
San Diego,West,6/1/1944,4.409,2.411,0.491
San Diego,West,7/1/1944,4.569,2.558,0.6
San Diego,West,8/1/1944,4.848,2.781,0.75
San Diego,West,9/1/1944,4.97,2.821,0.741
San Diego,West,10/1/1944,4.799,2.571,0.429
San Diego,West,11/1/1944,4.691,2.591,0.511
San Diego,West,12/1/1944,4.638,2.558,0.55
San Diego,West,1/1/1945,4.51,2.47,0.478
San Diego,West,2/1/1945,4.32,2.26,0.258
San Diego,West,3/1/1945,4.31,2.21,0.16
San Diego,West,4/1/1945,4.29,2.21,0.209
San Diego,West,5/1/1945,4.281,2.23,0.281
San Diego,West,6/1/1945,4.609,2.591,0.609
San Diego,West,7/1/1945,4.769,2.739,0.76
San Diego,West,8/1/1945,4.789,2.768,0.78
San Diego,West,9/1/1945,4.911,2.85,0.849
San Diego,West,10/1/1945,4.819,2.709,0.701
San Diego,West,11/1/1945,4.55,2.489,0.501
San Diego,West,12/1/1945,4.559,2.548,0.609
San Diego,West,1/1/1946,4.481,2.46,0.491
San Diego,West,2/1/1946,4.418,2.401,0.429
San Diego,West,3/1/1946,4.52,2.391,0.321
San Diego,West,4/1/1946,4.471,2.361,0.281
San Diego,West,5/1/1946,4.491,2.361,0.301
San Diego,West,6/1/1946,4.569,2.529,0.56
San Diego,West,7/1/1946,4.72,2.699,0.721
San Diego,West,8/1/1946,4.691,2.66,0.678
San Diego,West,9/1/1946,4.95,2.919,0.951
San Diego,West,10/1/1946,4.779,2.758,0.819
San Diego,West,11/1/1946,4.789,2.748,0.79
San Diego,West,12/1/1946,4.661,2.67,0.741
San Diego,West,1/1/1947,4.619,2.64,0.711
San Diego,West,2/1/1947,4.569,2.499,0.478
San Diego,West,3/1/1947,4.53,2.46,0.39
San Diego,West,4/1/1947,4.399,2.279,0.239
San Diego,West,5/1/1947,4.52,2.45,0.458
San Diego,West,6/1/1947,4.481,2.489,0.58
San Diego,West,7/1/1947,4.609,2.64,0.731
San Diego,West,8/1/1947,4.71,2.68,0.721
San Diego,West,9/1/1947,4.829,2.768,0.78
San Diego,West,10/1/1947,4.72,2.64,0.639
San Diego,West,11/1/1947,4.661,2.63,0.649
San Diego,West,12/1/1947,4.691,2.62,0.649
San Diego,West,1/1/1948,4.701,2.689,0.691
San Diego,West,2/1/1948,4.559,2.519,0.491
San Diego,West,3/1/1948,4.379,2.371,0.429
San Diego,West,4/1/1948,4.379,2.348,0.399
San Diego,West,5/1/1948,4.369,2.411,0.54
San Diego,West,6/1/1948,4.491,2.558,0.691
San Diego,West,7/1/1948,4.691,2.758,0.878
San Diego,West,8/1/1948,4.799,2.768,0.809
San Diego,West,9/1/1948,4.979,2.86,0.809
San Diego,West,10/1/1948,4.829,2.66,0.56
San Diego,West,11/1/1948,4.71,2.65,0.668
San Diego,West,12/1/1948,4.638,2.62,0.668
San Diego,West,1/1/1949,4.609,2.62,0.691
San Diego,West,2/1/1949,4.609,2.591,0.639
San Diego,West,3/1/1949,4.3,2.24,0.229
San Diego,West,4/1/1949,4.389,2.338,0.35
San Diego,West,5/1/1949,4.428,2.44,0.54
San Diego,West,6/1/1949,4.609,2.64,0.75
San Diego,West,7/1/1949,4.74,2.68,0.701
San Diego,West,8/1/1949,4.75,2.758,0.79
San Diego,West,9/1/1949,4.901,2.84,0.859
San Diego,West,10/1/1949,4.701,2.63,0.639
San Diego,West,11/1/1949,4.609,2.611,0.668
San Diego,West,12/1/1949,4.34,2.45,0.55
San Diego,West,1/1/1950,4.3,2.338,0.439
San Diego,West,2/1/1950,4.31,2.309,0.33
San Diego,West,3/1/1950,4.32,2.22,0.16
San Diego,West,4/1/1950,4.461,2.348,0.301
San Diego,West,5/1/1950,4.451,2.381,0.36
San Diego,West,6/1/1950,4.5,2.509,0.56
San Diego,West,7/1/1950,4.861,2.84,0.869
San Diego,West,8/1/1950,4.638,2.66,0.691
San Diego,West,9/1/1950,4.779,2.739,0.77
San Diego,West,10/1/1950,4.72,2.758,0.849
San Diego,West,11/1/1950,4.609,2.591,0.678
San Diego,West,12/1/1950,4.599,2.64,0.741
San Diego,West,1/1/1951,4.33,2.361,0.419
San Diego,West,2/1/1951,4.51,2.411,0.34
San Diego,West,3/1/1951,4.53,2.46,0.458
San Diego,West,4/1/1951,4.428,2.329,0.291
San Diego,West,5/1/1951,4.52,2.529,0.58
San Diego,West,6/1/1951,4.609,2.67,0.809
San Diego,West,7/1/1951,4.838,2.88,0.98
San Diego,West,8/1/1951,4.96,2.919,0.951
San Diego,West,9/1/1951,5.081,3.031,1.01
San Diego,West,10/1/1951,5.019,2.958,0.97
San Diego,West,11/1/1951,4.96,2.909,0.941
San Diego,West,12/1/1951,4.75,2.709,0.741
San Diego,West,1/1/1952,4.661,2.62,0.639
San Diego,West,2/1/1952,4.569,2.479,0.439
San Diego,West,3/1/1952,4.441,2.43,0.468
San Diego,West,4/1/1952,4.461,2.479,0.57
San Diego,West,5/1/1952,4.271,2.348,0.521
San Diego,West,6/1/1952,4.441,2.509,0.59
San Diego,West,7/1/1952,4.569,2.62,0.691
San Diego,West,8/1/1952,4.819,2.791,0.79
San Diego,West,9/1/1952,5.029,2.919,0.878
San Diego,West,10/1/1952,4.881,2.729,0.639
San Diego,West,11/1/1952,4.94,2.85,0.859
San Diego,West,12/1/1952,4.661,2.689,0.741
San Diego,West,1/1/1953,4.638,2.611,0.619
San Diego,West,2/1/1953,4.651,2.601,0.59
San Diego,West,3/1/1953,4.609,2.499,0.439
San Diego,West,4/1/1953,4.399,2.371,0.399
San Diego,West,5/1/1953,4.379,2.381,0.458
San Diego,West,6/1/1953,4.579,2.538,0.59
San Diego,West,7/1/1953,4.891,2.85,0.859
San Diego,West,8/1/1953,4.789,2.768,0.75
San Diego,West,9/1/1953,4.911,2.86,0.859
San Diego,West,10/1/1953,4.871,2.83,0.859
San Diego,West,11/1/1953,4.76,2.758,0.829
San Diego,West,12/1/1953,4.579,2.64,0.75
San Diego,West,1/1/1954,4.628,2.64,0.659
San Diego,West,2/1/1954,4.599,2.581,0.58
San Diego,West,3/1/1954,4.579,2.47,0.39
San Diego,West,4/1/1954,4.441,2.329,0.281
San Diego,West,5/1/1954,4.701,2.62,0.6
San Diego,West,6/1/1954,4.75,2.729,0.8
San Diego,West,7/1/1954,4.95,2.909,0.921
San Diego,West,8/1/1954,4.901,2.85,0.839
San Diego,West,9/1/1954,4.95,2.909,0.901
San Diego,West,10/1/1954,4.691,2.66,0.691
San Diego,West,11/1/1954,4.701,2.67,0.711
San Diego,West,12/1/1954,4.609,2.601,0.659
San Diego,West,1/1/1955,4.5,2.519,0.55
San Diego,West,2/1/1955,4.599,2.499,0.419
San Diego,West,3/1/1955,4.55,2.489,0.468
San Diego,West,4/1/1955,4.428,2.361,0.33
San Diego,West,5/1/1955,4.5,2.47,0.491
San Diego,West,6/1/1955,4.609,2.62,0.668
San Diego,West,7/1/1955,4.71,2.709,0.741
San Diego,West,8/1/1955,4.92,2.89,0.878
San Diego,West,9/1/1955,4.881,2.821,0.8
San Diego,West,10/1/1955,4.589,2.489,0.449
San Diego,West,11/1/1955,4.579,2.519,0.54
San Diego,West,12/1/1955,4.461,2.361,0.321
San Diego,West,1/1/1956,4.481,2.381,0.321
San Diego,West,2/1/1956,4.51,2.42,0.36
San Diego,West,3/1/1956,4.389,2.348,0.36
San Diego,West,4/1/1956,4.461,2.44,0.468
San Diego,West,5/1/1956,4.428,2.46,0.54
San Diego,West,6/1/1956,4.661,2.68,0.721
San Diego,West,7/1/1956,4.691,2.739,0.76
San Diego,West,8/1/1956,4.901,2.84,0.829
San Diego,West,9/1/1956,4.93,2.801,0.711
San Diego,West,10/1/1956,4.829,2.68,0.56
San Diego,West,11/1/1956,4.701,2.65,0.629
San Diego,West,12/1/1956,4.691,2.63,0.629
San Diego,West,1/1/1957,4.661,2.611,0.59
San Diego,West,2/1/1957,4.628,2.591,0.58
San Diego,West,3/1/1957,4.54,2.45,0.39
San Diego,West,4/1/1957,4.53,2.489,0.468
San Diego,West,5/1/1957,4.691,2.67,0.691
San Diego,West,6/1/1957,4.891,2.86,0.888
San Diego,West,7/1/1957,5.111,3.05,1.0
San Diego,West,8/1/1957,5.189,3.119,1.088
San Diego,West,9/1/1957,5.111,3.021,0.951
San Diego,West,10/1/1957,5.038,3.001,1.01
San Diego,West,11/1/1957,5.091,3.031,1.049
San Diego,West,12/1/1957,5.048,3.06,1.098
San Diego,West,1/1/1958,4.94,2.929,0.901
San Diego,West,2/1/1958,4.848,2.748,0.678
San Diego,West,3/1/1958,4.789,2.709,0.629
San Diego,West,4/1/1958,4.799,2.66,0.57
San Diego,West,5/1/1958,4.809,2.63,0.491
San Diego,West,6/1/1958,4.769,2.68,0.629
San Diego,West,7/1/1958,4.989,2.86,0.8
San Diego,West,8/1/1958,5.13,3.07,1.039
San Diego,West,9/1/1958,5.281,3.221,1.19
San Diego,West,10/1/1958,5.229,3.178,1.161
San Diego,West,11/1/1958,5.091,2.991,0.98
San Diego,West,12/1/1958,4.96,2.88,0.878
San Diego,West,1/1/1959,4.95,2.86,0.839
San Diego,West,2/1/1959,4.93,2.83,0.77
San Diego,West,3/1/1959,4.71,2.611,0.56
San Diego,West,4/1/1959,4.73,2.601,0.54
San Diego,West,5/1/1959,4.691,2.63,0.609
San Diego,West,6/1/1959,4.779,2.791,0.8
San Diego,West,7/1/1959,4.93,2.909,0.931
San Diego,West,8/1/1959,5.058,3.031,1.0
San Diego,West,9/1/1959,5.258,3.178,1.088
San Diego,West,10/1/1959,5.35,3.178,1.039
San Diego,West,11/1/1959,4.989,2.85,0.78
San Diego,West,12/1/1959,5.189,3.011,0.911
San Diego,West,1/1/1960,4.799,2.67,0.619
San Diego,West,2/1/1960,4.52,2.42,0.34
San Diego,West,3/1/1960,4.559,2.489,0.478
San Diego,West,4/1/1960,4.52,2.46,0.478
San Diego,West,5/1/1960,4.619,2.529,0.511
San Diego,West,6/1/1960,4.73,2.62,0.649
San Diego,West,7/1/1960,4.911,2.83,0.829
San Diego,West,8/1/1960,4.901,2.83,0.78
San Diego,West,9/1/1960,5.058,2.949,0.901
San Diego,West,10/1/1960,4.97,2.821,0.741
San Diego,West,11/1/1960,4.848,2.758,0.721
San Diego,West,12/1/1960,4.819,2.748,0.75
San Diego,West,1/1/1961,4.838,2.739,0.741
San Diego,West,2/1/1961,4.569,2.538,0.531
San Diego,West,3/1/1961,4.589,2.46,0.36
San Diego,West,4/1/1961,4.569,2.44,0.409
San Diego,West,5/1/1961,4.471,2.391,0.36
San Diego,West,6/1/1961,4.661,2.62,0.58
San Diego,West,7/1/1961,4.92,2.84,0.741
San Diego,West,8/1/1961,4.861,2.801,0.711
San Diego,West,9/1/1961,4.97,2.88,0.839
San Diego,West,10/1/1961,4.809,2.739,0.741
San Diego,West,11/1/1961,4.75,2.67,0.678
San Diego,West,12/1/1961,4.779,2.768,0.819
San Diego,West,1/1/1962,4.74,2.689,0.711
San Diego,West,2/1/1962,4.74,2.62,0.54
San Diego,West,3/1/1962,4.471,2.361,0.258
San Diego,West,1/1/1963,4.74,2.709,0.741
San Diego,West,2/1/1963,4.681,2.571,0.501
San Diego,West,3/1/1963,4.461,2.371,0.36
San Diego,West,4/1/1963,4.491,2.401,0.35
San Diego,West,5/1/1963,4.53,2.499,0.501
San Diego,West,6/1/1963,4.74,2.739,0.78
San Diego,West,7/1/1963,4.901,2.899,1.01
San Diego,West,8/1/1963,5.009,3.001,1.059
San Diego,West,9/1/1963,5.291,3.201,1.141
San Diego,West,10/1/1963,5.13,2.919,0.78
San Diego,West,11/1/1963,4.989,2.87,0.75
San Diego,West,12/1/1963,4.999,2.84,0.78
San Diego,West,1/1/1964,4.769,2.709,0.691
San Diego,West,2/1/1964,4.559,2.489,0.468
San Diego,West,3/1/1964,4.55,2.42,0.33
San Diego,West,4/1/1964,4.409,2.309,0.291
San Diego,West,5/1/1964,4.33,2.269,0.34
San Diego,West,6/1/1964,4.471,2.43,0.458
San Diego,West,7/1/1964,4.691,2.63,0.668
San Diego,West,8/1/1964,4.871,2.85,0.849
San Diego,West,9/1/1964,4.92,2.83,0.79
San Diego,West,10/1/1964,4.891,2.729,0.649
San Diego,West,11/1/1964,4.71,2.591,0.57
San Diego,West,12/1/1964,4.671,2.62,0.629
San Diego,West,1/1/1965,4.559,2.538,0.58
San Diego,West,2/1/1965,4.769,2.709,0.721
San Diego,West,3/1/1965,4.681,2.581,0.531
San Diego,West,4/1/1965,4.691,2.63,0.629
San Diego,West,5/1/1965,4.51,2.401,0.399
San Diego,West,6/1/1965,4.628,2.581,0.6
San Diego,West,7/1/1965,4.848,2.768,0.741
San Diego,West,8/1/1965,5.111,3.05,1.019
San Diego,West,9/1/1965,5.14,3.139,1.161
San Diego,West,10/1/1965,4.979,2.978,1.01
San Diego,West,11/1/1965,4.901,2.909,0.97
San Diego,West,12/1/1965,4.97,3.011,1.088
San Diego,West,1/1/1966,4.799,2.86,0.931
San Diego,West,2/1/1966,4.671,2.558,0.478
San Diego,West,3/1/1966,4.559,2.47,0.419
San Diego,West,4/1/1966,4.701,2.581,0.491
San Diego,West,5/1/1966,4.73,2.64,0.58
San Diego,West,6/1/1966,4.74,2.758,0.741
San Diego,West,7/1/1966,4.861,2.85,0.878
San Diego,West,8/1/1966,4.999,2.991,0.97
San Diego,West,9/1/1966,4.989,2.899,0.878
San Diego,West,10/1/1966,4.95,2.86,0.849
San Diego,West,11/1/1966,4.74,2.709,0.731
San Diego,West,12/1/1966,4.799,2.709,0.75
San Diego,West,1/1/1967,4.73,2.709,0.721
San Diego,West,2/1/1967,4.691,2.63,0.57
San Diego,West,3/1/1967,4.52,2.45,0.409
San Diego,West,4/1/1967,4.399,2.289,0.291
San Diego,West,5/1/1967,4.428,2.44,0.521
San Diego,West,6/1/1967,4.628,2.68,0.79
San Diego,West,7/1/1967,4.701,2.811,0.951
San Diego,West,8/1/1967,4.901,2.939,1.019
San Diego,West,9/1/1967,5.081,3.001,1.029
San Diego,West,10/1/1967,4.901,2.758,0.691
San Diego,West,11/1/1967,4.901,2.84,0.849
San Diego,West,12/1/1967,4.809,2.748,0.78
San Diego,West,1/1/1968,4.779,2.719,0.731
